"TERMS AND CONDITIONS"
"https://www.bankofcanada.ca/terms/"

"SERIES"
"id","label","description"
"CEER_BROADN","Daily Nominal Canadian Effective Exchange Rates","Nominal Canadian Effective Exchange Rate (CEER) (1999=100)"
"CEER_BROADN_XUS","Daily Nominal CEER excluding the U.S. dollar","Nominal Canadian Effective Exchange Rate (CEER) excluding the U.S. dollar  (1999=100)"
"CEER_MCN","Daily Nominal CEER versus Major Currencies","Nominal Canadian Effective Exchange Rate (CEER) versus Major Currencies  (1999=100)"
"CEER_OITPN","Daily Nominal CEER versus Other Important Trading Partners","Nominal Canadian Effective Exchange Rate (CEER) versus Other Important Trading Partners  (1999=100)"

"OBSERVATIONS"
"date","CEER_BROADN","CEER_BROADN_XUS","CEER_MCN","CEER_OITPN"
"2016-09-22","116.58","118.67","111.89","131.89"
"2016-09-23","115.62","117.85","110.88","131.04"
"2016-09-26","115.31","117.50","110.47","130.99"
"2016-09-27","114.74","116.81","110.15","129.75"
"2016-09-28","114.85","116.97","110.23","129.93"
"2016-09-29","115.98","118.01","111.40","130.98"
"2016-09-30","115.83","117.85","111.26","130.79"
"2016-10-03","115.75","117.87","111.20","130.65"
"2016-10-04","115.52","117.69","111.05","130.20"
"2016-10-05","115.55","117.82","111.08","130.22"
"2016-10-06","115.37","117.73","110.95","129.91"
"2016-10-07","114.63","117.06","110.19","129.21"
"2016-10-10","114.63","117.06","110.19","129.21"
"2016-10-11","115.32","117.90","110.97","129.69"
"2016-10-12","115.15","117.88","110.82","129.44"
"2016-10-13","115.62","118.31","111.19","130.17"
"2016-10-14","116.15","118.95","111.75","130.66"
"2016-10-17","116.34","119.06","111.96","130.78"
"2016-10-18","116.43","118.94","112.20","130.46"
"2016-10-19","116.34","118.79","112.19","130.14"
"2016-10-20","115.67","118.25","111.55","129.42"
"2016-10-21","114.79","117.55","110.64","128.58"
"2016-10-24","114.18","116.88","110.09","127.82"
"2016-10-25","114.59","117.23","110.54","128.08"
"2016-10-26","114.43","117.13","110.27","128.22"
"2016-10-27","114.44","117.38","110.17","128.55"
"2016-10-28","114.39","117.27","110.16","128.42"
"2016-10-31","114.17","116.98","109.91","128.27"
"2016-11-01","114.40","117.24","109.91","129.15"
"2016-11-02","114.24","117.01","109.55","129.53"
"2016-11-03","114.21","116.91","109.58","129.30"
"2016-11-04","113.87","116.44","109.29","128.82"
"2016-11-07","114.11","116.68","109.83","128.23"
"2016-11-08","114.39","116.86","110.24","128.17"
"2016-11-09","114.62","117.93","109.78","130.33"
"2016-11-10","114.79","118.85","109.49","131.79"
"2016-11-11","114.79","118.85","109.49","131.79"
"2016-11-14","114.57","119.31","109.05","132.18"
"2016-11-15","115.37","119.98","110.04","132.47"
"2016-11-16","115.88","120.57","110.52","133.06"
"2016-11-17","115.82","120.56","110.54","132.79"
"2016-11-18","115.36","120.38","110.02","132.44"
"2016-11-21","116.10","121.19","110.70","133.37"
"2016-11-22","116.00","121.05","110.60","133.28"
"2016-11-23","116.13","121.55","110.60","133.79"
"2016-11-24","116.03","121.50","110.51","133.67"
"2016-11-25","115.71","121.07","110.20","133.31"
"2016-11-28","116.58","121.86","111.12","134.05"
"2016-11-29","116.22","121.42","110.75","133.70"
"2016-11-30","116.37","121.66","111.05","133.46"
"2016-12-01","117.25","122.63","111.69","135.01"
"2016-12-02","117.37","122.57","111.84","135.04"
"2016-12-05","117.48","122.58","111.97","135.12"
"2016-12-06","117.31","122.30","111.89","134.65"
"2016-12-07","117.42","122.26","112.05","134.65"
"2016-12-08","117.93","123.03","112.61","135.00"
"2016-12-09","118.67","124.04","113.33","135.83"
"2016-12-12","118.70","123.88","113.40","135.76"
"2016-12-13","118.82","123.95","113.50","135.92"
"2016-12-14","118.75","123.84","113.41","135.91"
"2016-12-15","117.37","123.47","111.98","134.67"
"2016-12-16","117.66","123.54","112.26","134.99"
"2016-12-19","117.09","122.88","111.72","134.31"
"2016-12-20","117.43","123.41","112.09","134.56"
"2016-12-21","117.17","123.09","111.82","134.34"
"2016-12-22","116.67","122.66","111.21","134.15"
"2016-12-23","116.02","121.89","110.68","133.15"
"2016-12-26","116.02","121.89","110.68","133.15"
"2016-12-27","116.02","121.89","110.68","133.15"
"2016-12-28","116.07","122.18","110.65","133.42"
"2016-12-29","116.37","122.20","110.93","133.79"
"2016-12-30","116.78","122.50","111.29","134.31"
"2017-01-02","116.78","122.50","111.29","134.31"
"2017-01-03","117.14","123.31","111.62","134.78"
"2017-01-04","118.16","124.36","112.45","136.36"
"2017-01-05","118.37","124.15","112.67","136.53"
"2017-01-06","118.77","124.70","113.04","137.00"
"2017-01-09","118.69","124.77","112.87","137.19"
"2017-01-10","118.92","124.99","113.01","137.67"
"2017-01-11","118.97","125.44","112.87","138.27"
"2017-01-12","119.50","125.22","113.59","138.25"
"2017-01-13","119.33","125.20","113.41","138.12"
"2017-01-16","119.26","125.14","113.34","138.05"
"2017-01-17","119.65","125.08","113.80","138.24"
"2017-01-18","119.15","124.45","113.38","137.54"
"2017-01-19","117.82","123.56","111.96","136.43"
"2017-01-20","117.29","122.93","111.47","135.75"
"2017-01-23","117.38","122.55","111.72","135.42"
"2017-01-24","118.39","123.58","112.70","136.54"
"2017-01-25","119.21","124.47","113.44","137.58"
"2017-01-26","119.13","124.44","113.47","137.21"
"2017-01-27","118.88","124.12","113.32","136.66"
"2017-01-30","118.78","123.84","113.37","136.18"
"2017-01-31","119.29","124.11","113.79","136.93"
"2017-02-01","118.94","123.79","113.47","136.46"
"2017-02-02","119.21","123.82","113.86","136.43"
"2017-02-03","119.13","123.67","113.92","135.96"
"2017-02-06","118.47","123.08","113.26","135.32"
"2017-02-07","118.06","122.85","112.78","135.10"
"2017-02-08","118.03","122.69","112.81","134.85"
"2017-02-09","118.34","123.05","113.19","134.99"
"2017-02-10","118.79","123.58","113.68","135.35"
"2017-02-13","118.86","123.71","113.76","135.40"
"2017-02-14","118.94","123.76","113.94","135.21"
"2017-02-15","118.79","123.62","113.82","134.98"
"2017-02-16","118.88","123.51","113.85","135.22"
"2017-02-17","118.64","123.44","113.50","135.28"
"2017-02-20","118.64","123.44","113.50","135.28"
"2017-02-21","118.34","123.25","113.31","134.68"
"2017-02-22","117.81","122.46","113.01","133.50"
"2017-02-23","118.15","122.52","113.49","133.48"
"2017-02-24","118.36","122.82","113.60","133.98"
"2017-02-27","118.17","122.64","113.39","133.85"
"2017-02-28","117.05","121.53","112.24","132.78"
"2017-03-01","116.47","121.11","111.74","131.94"
"2017-03-02","116.24","121.08","111.49","131.80"
"2017-03-03","115.86","120.46","111.22","131.09"
"2017-03-06","115.78","120.28","111.16","130.95"
"2017-03-07","115.68","120.19","111.11","130.73"
"2017-03-08","115.40","120.11","110.73","130.70"
"2017-03-09","115.16","119.94","110.38","130.75"
"2017-03-10","115.36","119.95","110.64","130.80"
"2017-03-13","115.42","119.91","110.73","130.77"
"2017-03-14","115.21","119.81","110.50","130.61"
"2017-03-15","115.50","119.91","110.89","130.62"
"2017-03-16","115.94","119.89","111.49","130.67"
"2017-03-17","115.73","119.62","111.28","130.47"
"2017-03-20","115.45","119.24","111.09","129.94"
"2017-03-21","115.65","119.28","111.25","130.23"
"2017-03-22","115.25","118.85","110.84","129.86"
"2017-03-23","115.46","119.07","111.07","130.02"
"2017-03-24","115.02","118.50","110.73","129.30"
"2017-03-27","114.84","118.13","110.53","129.15"
"2017-03-28","114.95","118.36","110.62","129.32"
"2017-03-29","115.15","118.69","110.91","129.30"
"2017-03-30","115.70","119.27","111.51","129.73"
"2017-03-31","115.73","119.39","111.52","129.83"
"2017-04-03","115.08","118.70","110.93","128.99"
"2017-04-04","114.82","118.52","110.60","128.90"
"2017-04-05","114.91","118.57","110.75","128.84"
"2017-04-06","114.89","118.62","110.68","128.97"
"2017-04-07","115.14","118.92","110.98","129.06"
"2017-04-10","115.60","119.46","111.40","129.65"
"2017-04-11","115.67","119.46","111.42","129.88"
"2017-04-12","115.91","119.66","111.65","130.11"
"2017-04-13","115.94","119.52","111.79","129.88"
"2017-04-14","115.94","119.52","111.79","129.88"
"2017-04-17","115.68","119.11","111.55","129.54"
"2017-04-18","114.82","118.13","110.68","128.71"
"2017-04-19","114.30","117.78","110.00","128.59"
"2017-04-20","114.08","117.52","109.79","128.36"
"2017-04-21","113.97","117.49","109.68","128.22"
"2017-04-24","113.78","117.00","109.55","127.89"
"2017-04-25","113.03","116.31","108.67","127.43"
"2017-04-26","113.25","116.76","108.78","127.95"
"2017-04-27","112.97","116.44","108.53","127.57"
"2017-04-28","112.57","115.94","108.18","127.03"
"2017-05-01","112.49","115.78","108.20","126.72"
"2017-05-02","111.99","115.26","107.74","126.08"
"2017-05-03","112.09","115.40","107.83","126.21"
"2017-05-04","111.95","115.36","107.55","126.45"
"2017-05-05","112.18","115.56","107.72","126.82"
"2017-05-08","112.38","115.92","107.91","127.09"
"2017-05-09","112.40","116.13","107.92","127.11"
"2017-05-10","112.73","116.36","108.37","127.13"
"2017-05-11","112.38","115.93","108.11","126.54"
"2017-05-12","112.11","115.45","107.92","126.06"
"2017-05-15","112.52","115.68","108.38","126.31"
"2017-05-16","112.69","115.67","108.53","126.56"
"2017-05-17","112.41","115.25","108.15","126.53"
"2017-05-18","112.78","115.96","108.19","127.80"
"2017-05-19","113.02","115.91","108.58","127.65"
"2017-05-22","113.02","115.91","108.58","127.65"
"2017-05-23","113.44","116.31","108.99","128.11"
"2017-05-24","113.70","116.57","109.31","128.19"
"2017-05-25","113.62","116.36","109.33","127.88"
"2017-05-26","113.60","116.35","109.36","127.72"
"2017-05-29","113.73","116.51","109.44","127.95"
"2017-05-30","113.57","116.40","109.21","128.00"
"2017-05-31","113.13","115.76","108.86","127.30"
"2017-06-01","113.14","115.78","108.94","127.13"
"2017-06-02","113.02","115.57","108.75","127.19"
"2017-06-05","113.06","115.48","108.92","126.88"
"2017-06-06","113.10","115.38","109.00","126.83"
"2017-06-07","112.85","115.13","108.77","126.51"
"2017-06-08","112.82","115.17","108.79","126.36"
"2017-06-09","113.32","115.76","109.32","126.78"
"2017-06-12","113.64","116.08","109.57","127.28"
"2017-06-13","115.08","117.49","111.02","128.76"
"2017-06-14","115.08","117.23","111.10","128.53"
"2017-06-15","114.81","117.33","110.79","128.39"
"2017-06-16","115.14","117.55","111.14","128.65"
"2017-06-19","115.35","117.87","111.33","128.92"
"2017-06-20","115.16","117.88","111.04","129.00"
"2017-06-21","114.81","117.55","110.64","128.75"
"2017-06-22","115.37","118.08","111.20","129.33"
"2017-06-23","114.97","117.52","110.87","128.75"
"2017-06-26","115.18","117.68","111.15","128.78"
"2017-06-27","115.48","117.86","111.38","129.28"
"2017-06-28","116.43","118.65","112.32","130.25"
"2017-06-29","116.79","118.98","112.58","130.90"
"2017-06-30","117.14","119.34","112.91","131.31"
"2017-07-03","117.14","119.34","112.91","131.31"
"2017-07-04","117.78","120.29","113.46","132.19"
"2017-07-05","117.51","120.11","113.13","132.07"
"2017-07-06","117.73","120.24","113.30","132.44"
"2017-07-07","118.20","120.65","113.89","132.59"
"2017-07-10","118.10","120.47","113.91","132.19"
"2017-07-11","117.74","120.03","113.56","131.78"
"2017-07-12","118.66","120.75","114.62","132.39"
"2017-07-13","119.09","121.14","115.09","132.72"
"2017-07-14","119.46","121.22","115.53","132.88"
"2017-07-17","119.44","121.16","115.53","132.84"
"2017-07-18","119.52","120.95","115.67","132.77"
"2017-07-19","119.88","121.35","116.03","133.13"
"2017-07-20","119.92","121.34","116.00","133.33"
"2017-07-21","120.16","121.49","116.18","133.77"
"2017-07-24","120.55","121.91","116.53","134.27"
"2017-07-25","120.63","122.03","116.56","134.48"
"2017-07-26","120.70","122.14","116.64","134.52"
"2017-07-27","120.41","121.71","116.42","134.05"
"2017-07-28","121.05","122.30","116.94","135.03"
"2017-07-31","120.59","121.74","116.46","134.59"
"2017-08-01","120.22","121.28","116.13","134.10"
"2017-08-02","119.79","120.85","115.66","133.76"
"2017-08-03","119.60","120.65","115.48","133.55"
"2017-08-04","119.22","120.44","115.15","133.02"
"2017-08-07","119.22","120.44","115.15","133.02"
"2017-08-08","118.88","120.08","114.86","132.54"
"2017-08-09","118.60","119.82","114.56","132.30"
"2017-08-10","118.42","119.53","114.45","131.95"
"2017-08-11","118.58","119.62","114.55","132.27"
"2017-08-14","118.44","119.52","114.47","131.96"
"2017-08-15","118.19","119.47","114.22","131.70"
"2017-08-16","118.65","119.87","114.73","132.06"
"2017-08-17","119.05","120.20","115.11","132.52"
"2017-08-18","119.57","120.66","115.58","133.17"
"2017-08-21","119.49","120.40","115.56","132.93"
"2017-08-22","119.79","120.79","115.92","133.09"
"2017-08-23","119.62","120.57","115.71","133.03"
"2017-08-24","119.94","120.87","116.05","133.29"
"2017-08-25","120.12","120.89","116.26","133.41"
"2017-08-28","120.06","120.68","116.15","133.47"
"2017-08-29","119.69","120.25","115.72","133.23"
"2017-08-30","119.00","119.71","115.20","132.09"
"2017-08-31","119.68","120.42","115.88","132.76"
"2017-09-01","120.96","121.58","117.21","133.95"
"2017-09-04","120.96","121.58","117.21","133.95"
"2017-09-05","121.03","121.54","117.23","134.17"
"2017-09-06","121.98","122.40","118.22","135.04"
"2017-09-07","122.81","122.92","119.15","135.63"
"2017-09-08","122.83","122.81","119.15","135.71"
"2017-09-11","123.15","123.39","119.43","136.15"
"2017-09-12","123.00","123.40","119.21","136.19"
"2017-09-13","122.85","123.37","119.07","135.99"
"2017-09-14","122.78","123.34","118.97","136.00"
"2017-09-15","122.76","123.14","118.97","135.91"
"2017-09-18","122.34","122.86","118.50","135.61"
"2017-09-19","121.96","122.49","118.07","135.38"
"2017-09-20","121.94","122.42","118.11","135.21"
"2017-09-21","121.58","122.32","117.65","135.07"
"2017-09-22","121.66","122.28","117.78","135.03"
"2017-09-25","121.73","122.64","117.73","135.41"
"2017-09-26","121.71","122.88","117.63","135.62"
"2017-09-27","121.56","122.96","117.38","135.71"
"2017-09-28","121.21","122.63","116.92","135.64"
"2017-09-29","120.82","122.15","116.60","135.06"
"2017-10-02","120.75","122.24","116.53","134.99"
"2017-10-03","120.78","122.25","116.58","134.94"
"2017-10-04","120.91","122.32","116.74","135.03"
"2017-10-05","120.42","121.98","116.23","134.56"
"2017-10-06","120.58","122.32","116.25","135.11"
"2017-10-09","120.58","122.32","116.25","135.11"
"2017-10-10","120.69","122.09","116.46","134.97"
"2017-10-11","120.74","122.15","116.41","135.26"
"2017-10-12","121.00","122.43","116.66","135.56"
"2017-10-13","120.84","122.26","116.47","135.50"
"2017-10-16","120.60","122.17","116.14","135.46"
"2017-10-17","120.59","122.32","116.12","135.48"
"2017-10-18","121.14","122.83","116.70","135.97"
"2017-10-19","121.07","122.63","116.63","135.90"
"2017-10-20","120.13","121.90","115.66","134.99"
"2017-10-23","119.88","121.81","115.37","134.88"
"2017-10-24","119.76","121.76","115.17","134.94"
"2017-10-25","118.67","120.56","114.15","133.65"
"2017-10-26","118.30","120.36","113.83","133.13"
"2017-10-27","118.14","120.43","113.67","133.00"
"2017-10-30","118.37","120.55","113.86","133.32"
"2017-10-31","117.78","119.88","113.35","132.51"
"2017-11-01","117.79","119.82","113.48","132.17"
"2017-11-02","118.29","120.25","114.01","132.61"
"2017-11-03","119.06","121.26","114.63","133.80"
"2017-11-06","119.16","121.31","114.79","133.77"
"2017-11-07","118.90","121.13","114.49","133.59"
"2017-11-08","119.30","121.43","114.94","133.89"
"2017-11-09","119.63","121.74","115.17","134.47"
"2017-11-10","119.68","121.76","115.20","134.59"
"2017-11-13","119.68","121.76","115.20","134.59"
"2017-11-14","119.13","121.11","114.59","134.17"
"2017-11-15","118.69","120.61","114.14","133.76"
"2017-11-16","118.90","120.77","114.45","133.69"
"2017-11-17","118.38","120.08","114.02","132.91"
"2017-11-20","118.39","120.20","114.02","132.97"
"2017-11-21","118.40","120.08","114.16","132.62"
"2017-11-22","118.59","120.02","114.42","132.65"
"2017-11-23","118.47","119.65","114.40","132.23"
"2017-11-24","118.47","119.59","114.35","132.36"
"2017-11-27","118.18","119.27","114.09","132.01"
"2017-11-28","117.61","118.79","113.56","131.32"
"2017-11-29","117.22","118.42","113.21","130.81"
"2017-11-30","116.96","118.22","112.85","130.84"
"2017-12-01","118.43","119.71","114.25","132.52"
"2017-12-04","118.82","120.18","114.67","132.83"
"2017-12-05","119.04","120.46","114.86","133.12"
"2017-12-06","118.44","119.97","114.20","132.66"
"2017-12-07","117.78","119.43","113.49","132.12"
"2017-12-08","117.70","119.43","113.45","131.95"
"2017-12-11","117.73","119.44","113.46","132.05"
"2017-12-12","117.77","119.66","113.40","132.32"
"2017-12-13","117.81","119.57","113.45","132.35"
"2017-12-14","118.15","119.82","113.76","132.75"
"2017-12-15","117.93","119.66","113.59","132.43"
"2017-12-18","117.56","119.20","113.23","132.03"
"2017-12-19","117.40","119.06","113.03","131.94"
"2017-12-20","117.71","119.28","113.36","132.19"
"2017-12-21","118.84","120.55","114.35","133.74"
"2017-12-22","118.67","120.44","114.15","133.64"
"2017-12-25","118.67","120.44","114.15","133.64"
"2017-12-26","118.67","120.44","114.15","133.64"
"2017-12-27","119.72","121.46","115.08","135.04"
"2017-12-28","120.02","121.57","115.43","135.23"
"2017-12-29","120.22","121.57","115.69","135.28"
"2018-01-01","120.22","121.57","115.69","135.28"
"2018-01-02","120.19","121.26","115.81","134.83"
"2018-01-03","120.05","121.13","115.74","134.51"
"2018-01-04","120.06","121.00","115.83","134.34"
"2018-01-05","121.17","122.14","116.95","135.45"
"2018-01-08","121.12","122.20","116.90","135.37"
"2018-01-09","120.98","122.23","116.67","135.48"
"2018-01-10","120.37","121.42","116.11","134.72"
"2018-01-11","119.87","120.81","115.60","134.23"
"2018-01-12","119.72","120.25","115.64","133.60"
"2018-01-15","120.08","120.21","116.08","133.74"
"2018-01-16","120.21","120.44","116.18","133.96"
"2018-01-17","120.04","120.16","116.12","133.50"
"2018-01-18","119.78","119.84","115.91","133.09"
"2018-01-19","119.55","119.52","115.78","132.62"
"2018-01-22","119.61","119.63","115.77","132.87"
"2018-01-23","119.67","119.70","115.71","133.21"
"2018-01-24","120.17","119.66","116.39","133.26"
"2018-01-25","120.00","119.18","116.38","132.70"
"2018-01-26","120.08","119.31","116.46","132.78"
"2018-01-29","120.19","119.65","116.48","133.12"
"2018-01-30","120.20","119.61","116.43","133.29"
"2018-01-31","120.38","119.64","116.74","133.13"
"2018-02-01","120.32","119.49","116.73","132.96"
"2018-02-02","119.67","119.05","116.00","132.47"
"2018-02-05","118.80","118.29","115.13","131.58"
"2018-02-06","118.45","118.04","114.78","131.22"
"2018-02-07","118.38","118.04","114.80","130.95"
"2018-02-08","118.32","118.27","114.47","131.57"
"2018-02-09","118.04","117.94","114.29","131.02"
"2018-02-12","118.01","117.83","114.28","130.94"
"2018-02-13","117.90","117.59","114.07","131.08"
"2018-02-14","118.11","117.66","114.29","131.25"
"2018-02-15","118.32","117.60","114.53","131.42"
"2018-02-16","118.07","117.39","114.31","131.07"
"2018-02-19","118.07","117.39","114.31","131.07"
"2018-02-20","117.65","117.30","113.84","130.78"
"2018-02-21","117.27","116.99","113.49","130.30"
"2018-02-22","116.89","116.59","113.08","129.99"
"2018-02-23","117.18","116.79","113.49","129.98"
"2018-02-26","116.98","116.57","113.33","129.68"
"2018-02-27","116.68","116.44","112.99","129.46"
"2018-02-28","116.20","116.09","112.47","129.06"
"2018-03-01","115.96","115.98","112.13","129.07"
"2018-03-02","115.34","115.13","111.49","128.51"
"2018-03-05","114.58","114.37","110.76","127.63"
"2018-03-06","114.94","114.42","111.29","127.56"
"2018-03-07","114.58","114.13","110.86","127.37"
"2018-03-08","114.90","114.59","111.18","127.71"
"2018-03-09","115.64","115.27","112.01","128.22"
"2018-03-12","115.69","115.30","112.05","128.34"
"2018-03-13","114.82","114.30","111.23","127.29"
"2018-03-14","114.52","113.99","110.94","126.95"
"2018-03-15","113.91","113.53","110.26","126.49"
"2018-03-16","113.52","113.23","109.88","126.08"
"2018-03-19","113.57","113.25","109.86","126.30"
"2018-03-20","113.70","113.48","110.02","126.35"
"2018-03-21","114.56","114.18","110.97","127.01"
"2018-03-22","114.96","114.54","111.30","127.61"
"2018-03-23","115.31","114.79","111.63","128.03"
"2018-03-26","114.70","113.88","111.22","126.90"
"2018-03-27","114.99","114.28","111.50","127.21"
"2018-03-28","114.83","114.24","111.40","126.90"
"2018-03-29","114.87","114.25","111.54","126.69"
"2018-03-30","114.87","114.25","111.54","126.69"
"2018-04-02","114.72","114.08","111.39","126.53"
"2018-04-03","115.62","115.02","112.32","127.38"
"2018-04-04","115.71","115.16","112.31","127.72"
"2018-04-05","116.07","115.58","112.77","127.85"
"2018-04-06","116.25","115.81","112.78","128.44"
"2018-04-09","116.51","116.02","112.98","128.86"
"2018-04-10","117.42","116.83","113.91","129.77"
"2018-04-11","117.63","116.94","114.15","129.90"
"2018-04-12","117.63","117.04","114.17","129.84"
"2018-04-13","117.55","116.90","114.16","129.61"
"2018-04-16","117.62","116.88","114.20","129.76"
"2018-04-17","117.87","117.13","114.49","129.92"
"2018-04-18","117.27","116.50","113.91","129.22"
"2018-04-19","117.31","116.75","113.80","129.65"
"2018-04-20","116.80","116.58","113.15","129.49"
"2018-04-23","116.25","116.38","112.44","129.32"
"2018-04-24","116.29","116.43","112.50","129.33"
"2018-04-25","116.21","116.61","112.27","129.62"
"2018-04-26","116.27","116.66","112.43","129.41"
"2018-04-27","116.25","116.60","112.56","129.04"
"2018-04-30","116.53","116.94","112.81","129.38"
"2018-05-01","116.48","117.12","112.75","129.38"
"2018-05-02","116.90","117.78","112.95","130.33"
"2018-05-03","116.75","117.59","112.81","130.17"
"2018-05-04","116.88","117.83","112.87","130.48"
"2018-05-07","117.05","118.19","112.90","131.03"
"2018-05-08","116.34","117.64","112.15","130.41"
"2018-05-09","117.32","118.64","113.09","131.51"
"2018-05-10","117.75","118.78","113.71","131.46"
"2018-05-11","117.63","118.59","113.57","131.38"
"2018-05-14","117.79","118.87","113.59","131.92"
"2018-05-15","117.38","118.94","112.99","132.00"
"2018-05-16","118.01","119.59","113.67","132.53"
"2018-05-17","118.13","119.75","113.77","132.69"
"2018-05-18","117.62","119.42","113.12","132.52"
"2018-05-21","117.62","119.42","113.12","132.52"
"2018-05-22","118.26","119.86","113.93","132.74"
"2018-05-23","117.60","119.35","113.25","132.10"
"2018-05-24","117.32","118.94","113.00","131.75"
"2018-05-25","116.64","118.30","112.41","130.79"
"2018-05-28","116.50","118.27","112.25","130.72"
"2018-05-29","116.60","118.62","112.20","131.21"
"2018-05-30","117.56","119.44","113.10","132.33"
"2018-05-31","117.10","119.00","112.57","132.08"
"2018-06-01","117.00","118.92","112.50","131.86"
"2018-06-04","117.26","119.12","112.73","132.21"
"2018-06-05","116.88","118.94","112.18","132.29"
"2018-06-06","117.45","119.37","112.74","132.88"
"2018-06-07","117.01","119.01","112.13","132.88"
"2018-06-08","117.12","119.14","112.31","132.81"
"2018-06-11","116.79","118.76","112.02","132.36"
"2018-06-12","116.80","118.86","111.98","132.51"
"2018-06-13","116.98","119.08","112.13","132.77"
"2018-06-14","116.65","118.98","111.85","132.30"
"2018-06-15","115.80","118.35","110.89","131.72"
"2018-06-18","115.51","118.05","110.64","131.33"
"2018-06-19","115.09","117.76","110.15","131.08"
"2018-06-20","114.72","117.26","109.92","130.34"
"2018-06-21","114.66","117.20","109.80","130.43"
"2018-06-22","114.51","116.88","109.70","130.12"
"2018-06-25","114.57","116.97","109.64","130.51"
"2018-06-26","114.65","117.16","109.72","130.61"
"2018-06-27","114.99","117.82","109.90","131.38"
"2018-06-28","115.35","118.21","110.28","131.69"
"2018-06-29","115.99","118.64","110.94","132.28"
"2018-07-02","115.99","118.64","110.94","132.28"
"2018-07-03","116.12","118.80","111.05","132.48"
"2018-07-04","116.11","118.68","111.13","132.25"
"2018-07-05","116.12","118.59","111.17","132.17"
"2018-07-06","116.16","118.46","111.26","132.06"
"2018-07-09","116.14","118.36","111.31","131.86"
"2018-07-10","115.92","118.17","111.16","131.45"
"2018-07-11","115.90","118.34","111.03","131.73"
"2018-07-12","115.77","118.21","111.03","131.24"
"2018-07-13","115.88","118.46","111.03","131.64"
"2018-07-16","116.01","118.44","111.19","131.71"
"2018-07-17","115.71","118.27","110.89","131.41"
"2018-07-18","115.70","118.37","110.84","131.49"
"2018-07-19","115.57","118.54","110.48","131.97"
"2018-07-20","116.24","118.93","111.15","132.68"
"2018-07-23","116.20","118.96","111.02","132.83"
"2018-07-24","116.04","118.65","111.00","132.31"
"2018-07-25","116.46","118.92","111.56","132.39"
"2018-07-26","116.74","119.26","111.83","132.69"
"2018-07-27","116.80","119.35","111.88","132.77"
"2018-07-30","117.05","119.51","112.11","133.08"
"2018-07-31","117.18","119.73","112.20","133.33"
"2018-08-01","117.36","119.95","112.40","133.46"
"2018-08-02","117.48","120.28","112.43","133.82"
"2018-08-03","117.68","120.41","112.72","133.78"
"2018-08-06","117.68","120.41","112.72","133.78"
"2018-08-07","117.23","119.88","112.37","133.07"
"2018-08-08","117.01","119.69","112.12","132.92"
"2018-08-09","117.25","120.05","112.29","133.36"
"2018-08-10","117.12","120.40","111.98","133.69"
"2018-08-13","117.23","120.82","111.81","134.56"
"2018-08-14","117.59","121.13","112.33","134.52"
"2018-08-15","117.44","121.26","111.95","134.97"
"2018-08-16","117.04","120.59","111.75","134.03"
"2018-08-17","117.61","121.11","112.25","134.78"
"2018-08-20","117.62","120.99","112.31","134.67"
"2018-08-21","117.64","120.78","112.34","134.63"
"2018-08-22","117.73","120.79","112.40","134.81"
"2018-08-23","117.58","120.89","112.16","134.88"
"2018-08-24","117.57","120.65","112.28","134.56"
"2018-08-27","117.83","120.73","112.59","134.66"
"2018-08-28","118.48","121.41","113.11","135.68"
"2018-08-29","118.56","121.69","113.05","136.15"
"2018-08-30","118.23","121.47","112.64","136.04"
"2018-08-31","117.59","120.85","112.07","135.18"
"2018-09-03","117.59","120.85","112.07","135.18"
"2018-09-04","116.78","120.31","111.16","134.63"
"2018-09-05","116.67","120.12","111.02","134.59"
"2018-09-06","116.54","119.89","110.92","134.37"
"2018-09-07","116.81","120.22","111.25","134.49"
"2018-09-10","116.86","120.32","111.20","134.81"
"2018-09-11","117.16","120.72","111.45","135.27"
"2018-09-12","118.06","121.41","112.43","135.95"
"2018-09-13","117.97","121.10","112.46","135.55"
"2018-09-14","117.77","121.01","112.24","135.38"
"2018-09-17","117.80","120.95","112.25","135.48"
"2018-09-18","118.03","121.18","112.51","135.64"
"2018-09-19","118.38","121.47","112.91","135.85"
"2018-09-20","118.59","121.54","113.08","136.21"
"2018-09-21","118.57","121.58","113.06","136.15"
"2018-09-24","118.41","121.44","112.86","136.13"
"2018-09-25","118.42","121.56","112.75","136.42"
"2018-09-26","118.14","121.24","112.56","135.90"
"2018-09-27","117.58","120.74","112.15","134.94"
"2018-09-28","118.52","121.74","113.18","135.65"
"2018-10-01","119.86","123.14","114.51","137.05"
"2018-10-02","119.82","123.17","114.47","137.01"
"2018-10-03","119.75","123.18","114.42","136.91"
"2018-10-04","119.35","122.98","113.84","136.96"
"2018-10-05","118.88","122.37","113.49","136.17"
"2018-10-08","118.88","122.37","113.49","136.17"
"2018-10-09","118.76","122.37","113.27","136.29"
"2018-10-10","118.47","122.04","112.89","136.23"
"2018-10-11","117.82","121.15","112.34","135.29"
"2018-10-12","117.90","121.26","112.44","135.35"
"2018-10-15","118.10","121.33","112.69","135.41"
"2018-10-16","118.53","121.70","113.18","135.68"
"2018-10-17","118.18","121.49","112.84","135.32"
"2018-10-18","117.89","121.46","112.40","135.42"
"2018-10-19","117.49","121.06","111.98","135.04"
"2018-10-22","117.66","121.40","112.06","135.46"
"2018-10-23","117.71","121.44","112.08","135.59"
