"REF_DATE","GEO","DGUID","Housing estimates","Type of unit","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2019-07","Canada","2016A000011124","Housing starts","Row units","Units","300","units","0","v15817869","1.1.4","1810","","","","0"
"2019-08","Canada","2016A000011124","Housing starts","Row units","Units","300","units","0","v15817869","1.1.4","2286","","","","0"
"2019-09","Canada","2016A000011124","Housing starts","Row units","Units","300","units","0","v15817869","1.1.4","2158","","","","0"
"2019-10","Canada","2016A000011124","Housing starts","Row units","Units","300","units","0","v15817869","1.1.4","1790","","","","0"
"2019-11","Canada","2016A000011124","Housing starts","Row units","Units","300","units","0","v15817869","1.1.4","2174","","","","0"
"2019-12","Canada","2016A000011124","Housing starts","Row units","Units","300","units","0","v15817869","1.1.4","2084","","","","0"
"2020-01","Canada","2016A000011124","Housing starts","Row units","Units","300","units","0","v15817869","1.1.4","1079","","","","0"
"2020-02","Canada","2016A000011124","Housing starts","Row units","Units","300","units","0","v15817869","1.1.4","1572","","","","0"
"2020-03","Canada","2016A000011124","Housing starts","Row units","Units","300","units","0","v15817869","1.1.4","1695","","","","0"
"2020-04","Canada","2016A000011124","Housing starts","Row units","Units","300","units","0","v15817869","1.1.4","1049","","","","0"
"2020-05","Canada","2016A000011124","Housing starts","Row units","Units","300","units","0","v15817869","1.1.4","1674","","","","0"
"2020-06","Canada","2016A000011124","Housing starts","Row units","Units","300","units","0","v15817869","1.1.4","1856","","","","0"
"2020-07","Canada","2016A000011124","Housing starts","Row units","Units","300","units","0","v15817869","1.1.4","2000","","","","0"
"2020-08","Canada","2016A000011124","Housing starts","Row units","Units","300","units","0","v15817869","1.1.4","2006","","","","0"
"2020-09","Canada","2016A000011124","Housing starts","Row units","Units","300","units","0","v15817869","1.1.4","1986","","","","0"
"2020-10","Canada","2016A000011124","Housing starts","Row units","Units","300","units","0","v15817869","1.1.4","1742","","","","0"
"2020-11","Canada","2016A000011124","Housing starts","Row units","Units","300","units","0","v15817869","1.1.4","2436","","","","0"
"2020-12","Canada","2016A000011124","Housing starts","Row units","Units","300","units","0","v15817869","1.1.4","1628","","","","0"
"2021-01","Canada","2016A000011124","Housing starts","Row units","Units","300","units","0","v15817869","1.1.4","1402","","","","0"
"1988-06","Canada","2016A000011124","Housing starts","Apartment and other units","Units","300","units","0","v15817880","1.1.5","4442","","","","0"
"1988-07","Canada","2016A000011124","Housing starts","Apartment and other units","Units","300","units","0","v15817880","1.1.5","4361","","","","0"
"1988-08","Canada","2016A000011124","Housing starts","Apartment and other units","Units","300","units","0","v15817880","1.1.5","5908","","","","0"
"1988-09","Canada","2016A000011124","Housing starts","Apartment and other units","Units","300","units","0","v15817880","1.1.5","4067","","","","0"
"1988-10","Canada","2016A000011124","Housing starts","Apartment and other units","Units","300","units","0","v15817880","1.1.5","4267","","","","0"
"1988-11","Canada","2016A000011124","Housing starts","Apartment and other units","Units","300","units","0","v15817880","1.1.5","5929","","","","0"
"1988-12","Canada","2016A000011124","Housing starts","Apartment and other units","Units","300","units","0","v15817880","1.1.5","4284","","","","0"
"1989-01","Canada","2016A000011124","Housing starts","Apartment and other units","Units","300","units","0","v15817880","1.1.5","5800","","","","0"
"1989-02","Canada","2016A000011124","Housing starts","Apartment and other units","Units","300","units","0","v15817880","1.1.5","3046","","","","0"
"1989-03","Canada","2016A000011124","Housing starts","Apartment and other units","Units","300","units","0","v15817880","1.1.5","4258","","","","0"
"1989-04","Canada","2016A000011124","Housing starts","Apartment and other units","Units","300","units","0","v15817880","1.1.5","5404","","","","0"
"1989-05","Canada","2016A000011124","Housing starts","Apartment and other units","Units","300","units","0","v15817880","1.1.5","5275","","","","0"
"1989-06","Canada","2016A000011124","Housing starts","Apartment and other units","Units","300","units","0","v15817880","1.1.5","4654","","","","0"
"1989-07","Canada","2016A000011124","Housing starts","Apartment and other units","Units","300","units","0","v15817880","1.1.5","4142","","","","0"
"1989-08","Canada","2016A000011124","Housing starts","Apartment and other units","Units","300","units","0","v15817880","1.1.5","3608","","","","0"
"1989-09","Canada","2016A000011124","Housing starts","Apartment and other units","Units","300","units","0","v15817880","1.1.5","4909","","","","0"
"1989-10","Canada","2016A000011124","Housing starts","Apartment and other units","Units","300","units","0","v15817880","1.1.5","4646","","","","0"
"1989-11","Canada","2016A000011124","Housing starts","Apartment and other units","Units","300","units","0","v15817880","1.1.5","5469","","","","0"
"1989-12","Canada","2016A000011124","Housing starts","Apartment and other units","Units","300","units","0","v15817880","1.1.5","5247","","","","0"
"1990-01","Canada","2016A000011124","Housing starts","Apartment and other units","Units","300","units","0","v15817880","1.1.5","4334","","","","0"
"1990-02","Canada","2016A000011124","Housing starts","Apartment and other units","Units","300","units","0","v15817880","1.1.5","3496","","","","0"
"1990-03","Canada","2016A000011124","Housing starts","Apartment and other units","Units","300","units","0","v15817880","1.1.5","4774","","","","0"
"1990-04","Canada","2016A000011124","Housing starts","Apartment and other units","Units","300","units","0","v15817880","1.1.5","5060","","","","0"
"1990-05","Canada","2016A000011124","Housing starts","Apartment and other units","Units","300","units","0","v15817880","1.1.5","6429","","","","0"
"1990-06","Canada","2016A000011124","Housing starts","Apartment and other units","Units","300","units","0","v15817880","1.1.5","4623","","","","0"
"1990-07","Canada","2016A000011124","Housing starts","Apartment and other units","Units","300","units","0","v15817880","1.1.5","4600","","","","0"
"1990-08","Canada","2016A000011124","Housing starts","Apartment and other units","Units","300","units","0","v15817880","1.1.5","4212","","","","0"
"1990-09","Canada","2016A000011124","Housing starts","Apartment and other units","Units","300","units","0","v15817880","1.1.5","2382","","","","0"
"1990-10","Canada","2016A000011124","Housing starts","Apartment and other units","Units","300","units","0","v15817880","1.1.5","2977","","","","0"
"1990-11","Canada","2016A000011124","Housing starts","Apartment and other units","Units","300","units","0","v15817880","1.1.5","2634","","","","0"
"1990-12","Canada","2016A000011124","Housing starts","Apartment and other units","Units","300","units","0","v15817880","1.1.5","3072","","","","0"
"1991-01","Canada","2016A000011124","Housing starts","Apartment and other units","Units","300","units","0","v15817880","1.1.5","2226","","","","0"
"1991-02","Canada","2016A000011124","Housing starts","Apartment and other units","Units","300","units","0","v15817880","1.1.5","1673","","","","0"
"1991-03","Canada","2016A000011124","Housing starts","Apartment and other units","Units","300","units","0","v15817880","1.1.5","1769","","","","0"
"1991-04","Canada","2016A000011124","Housing starts","Apartment and other units","Units","300","units","0","v15817880","1.1.5","3043","","","","0"
"1991-05","Canada","2016A000011124","Housing starts","Apartment and other units","Units","300","units","0","v15817880","1.1.5","3690","","","","0"
"1991-06","Canada","2016A000011124","Housing starts","Apartment and other units","Units","300","units","0","v15817880","1.1.5","3493","","","","0"
"1991-07","Canada","2016A000011124","Housing starts","Apartment and other units","Units","300","units","0","v15817880","1.1.5","4486","","","","0"
"1991-08","Canada","2016A000011124","Housing starts","Apartment and other units","Units","300","units","0","v15817880","1.1.5","3401","","","","0"
"1991-09","Canada","2016A000011124","Housing starts","Apartment and other units","Units","300","units","0","v15817880","1.1.5","3463","","","","0"
"1991-10","Canada","2016A000011124","Housing starts","Apartment and other units","Units","300","units","0","v15817880","1.1.5","3370","","","","0"
"1991-11","Canada","2016A000011124","Housing starts","Apartment and other units","Units","300","units","0","v15817880","1.1.5","3412","","","","0"
"1991-12","Canada","2016A000011124","Housing starts","Apartment and other units","Units","300","units","0","v15817880","1.1.5","2737","","","","0"
"1992-01","Canada","2016A000011124","Housing starts","Apartment and other units","Units","300","units","0","v15817880","1.1.5","1897","","","","0"
"1992-02","Canada","2016A000011124","Housing starts","Apartment and other units","Units","300","units","0","v15817880","1.1.5","2660","","","","0"
"1992-03","Canada","2016A000011124","Housing starts","Apartment and other units","Units","300","units","0","v15817880","1.1.5","3025","","","","0"
"1992-04","Canada","2016A000011124","Housing starts","Apartment and other units","Units","300","units","0","v15817880","1.1.5","3608","","","","0"
"1992-05","Canada","2016A000011124","Housing starts","Apartment and other units","Units","300","units","0","v15817880","1.1.5","4128","","","","0"
"1992-06","Canada","2016A000011124","Housing starts","Apartment and other units","Units","300","units","0","v15817880","1.1.5","3898","","","","0"
"1992-07","Canada","2016A000011124","Housing starts","Apartment and other units","Units","300","units","0","v15817880","1.1.5","4647","","","","0"
"1992-08","Canada","2016A000011124","Housing starts","Apartment and other units","Units","300","units","0","v15817880","1.1.5","2896","","","","0"
"1992-09","Canada","2016A000011124","Housing starts","Apartment and other units","Units","300","units","0","v15817880","1.1.5","3273","","","","0"
"1992-10","Canada","2016A000011124","Housing starts","Apartment and other units","Units","300","units","0","v15817880","1.1.5","2621","","","","0"
"1992-11","Canada","2016A000011124","Housing starts","Apartment and other units","Units","300","units","0","v15817880","1.1.5","3015","","","","0"
"1992-12","Canada","2016A000011124","Housing starts","Apartment and other units","Units","300","units","0","v15817880","1.1.5","3311","","","","0"
"1993-01","Canada","2016A000011124","Housing starts","Apartment and other units","Units","300","units","0","v15817880","1.1.5","1629","","","","0"
"1993-02","Canada","2016A000011124","Housing starts","Apartment and other units","Units","300","units","0","v15817880","1.1.5","1631","","","","0"
"1993-03","Canada","2016A000011124","Housing starts","Apartment and other units","Units","300","units","0","v15817880","1.1.5","2675","","","","0"
"1993-04","Canada","2016A000011124","Housing starts","Apartment and other units","Units","300","units","0","v15817880","1.1.5","3762","","","","0"
"1993-05","Canada","2016A000011124","Housing starts","Apartment and other units","Units","300","units","0","v15817880","1.1.5","2819","","","","0"
"1993-06","Canada","2016A000011124","Housing starts","Apartment and other units","Units","300","units","0","v15817880","1.1.5","2937","","","","0"
"1993-07","Canada","2016A000011124","Housing starts","Apartment and other units","Units","300","units","0","v15817880","1.1.5","3328","","","","0"
"1993-08","Canada","2016A000011124","Housing starts","Apartment and other units","Units","300","units","0","v15817880","1.1.5","3258","","","","0"
"1993-09","Canada","2016A000011124","Housing starts","Apartment and other units","Units","300","units","0","v15817880","1.1.5","2699","","","","0"
"1993-10","Canada","2016A000011124","Housing starts","Apartment and other units","Units","300","units","0","v15817880","1.1.5","3395","","","","0"
"1993-11","Canada","2016A000011124","Housing starts","Apartment and other units","Units","300","units","0","v15817880","1.1.5","3456","","","","0"
"1993-12","Canada","2016A000011124","Housing starts","Apartment and other units","Units","300","units","0","v15817880","1.1.5","3122","","","","0"
"1994-01","Canada","2016A000011124","Housing starts","Apartment and other units","Units","300","units","0","v15817880","1.1.5","1765","","","","0"
"1994-02","Canada","2016A000011124","Housing starts","Apartment and other units","Units","300","units","0","v15817880","1.1.5","2971","","","","0"
"1994-03","Canada","2016A000011124","Housing starts","Apartment and other units","Units","300","units","0","v15817880","1.1.5","2186","","","","0"
"1994-04","Canada","2016A000011124","Housing starts","Apartment and other units","Units","300","units","0","v15817880","1.1.5","2274","","","","0"
"1994-05","Canada","2016A000011124","Housing starts","Apartment and other units","Units","300","units","0","v15817880","1.1.5","2895","","","","0"
"1994-06","Canada","2016A000011124","Housing starts","Apartment and other units","Units","300","units","0","v15817880","1.1.5","2970","","","","0"
"1994-07","Canada","2016A000011124","Housing starts","Apartment and other units","Units","300","units","0","v15817880","1.1.5","2458","","","","0"
"1994-08","Canada","2016A000011124","Housing starts","Apartment and other units","Units","300","units","0","v15817880","1.1.5","1944","","","","0"
"1994-09","Canada","2016A000011124","Housing starts","Apartment and other units","Units","300","units","0","v15817880","1.1.5","2788","","","","0"
"1994-10","Canada","2016A000011124","Housing starts","Apartment and other units","Units","300","units","0","v15817880","1.1.5","3310","","","","0"
"1994-11","Canada","2016A000011124","Housing starts","Apartment and other units","Units","300","units","0","v15817880","1.1.5","3216","","","","0"
"1994-12","Canada","2016A000011124","Housing starts","Apartment and other units","Units","300","units","0","v15817880","1.1.5","2191","","","","0"
"1995-01","Canada","2016A000011124","Housing starts","Apartment and other units","Units","300","units","0","v15817880","1.1.5","2532","","","","0"
"1995-02","Canada","2016A000011124","Housing starts","Apartment and other units","Units","300","units","0","v15817880","1.1.5","2106","","","","0"
"1995-03","Canada","2016A000011124","Housing starts","Apartment and other units","Units","300","units","0","v15817880","1.1.5","1430","","","","0"
"1995-04","Canada","2016A000011124","Housing starts","Apartment and other units","Units","300","units","0","v15817880","1.1.5","2268","","","","0"
"1995-05","Canada","2016A000011124","Housing starts","Apartment and other units","Units","300","units","0","v15817880","1.1.5","1855","","","","0"
"1995-06","Canada","2016A000011124","Housing starts","Apartment and other units","Units","300","units","0","v15817880","1.1.5","2318","","","","0"
"1995-07","Canada","2016A000011124","Housing starts","Apartment and other units","Units","300","units","0","v15817880","1.1.5","2090","","","","0"
"1995-08","Canada","2016A000011124","Housing starts","Apartment and other units","Units","300","units","0","v15817880","1.1.5","2066","","","","0"
"1995-09","Canada","2016A000011124","Housing starts","Apartment and other units","Units","300","units","0","v15817880","1.1.5","1870","","","","0"
"1995-10","Canada","2016A000011124","Housing starts","Apartment and other units","Units","300","units","0","v15817880","1.1.5","1506","","","","0"
"1995-11","Canada","2016A000011124","Housing starts","Apartment and other units","Units","300","units","0","v15817880","1.1.5","1828","","","","0"
"1995-12","Canada","2016A000011124","Housing starts","Apartment and other units","Units","300","units","0","v15817880","1.1.5","2221","","","","0"
"1996-01","Canada","2016A000011124","Housing starts","Apartment and other units","Units","300","units","0","v15817880","1.1.5","923","","","","0"
"1996-02","Canada","2016A000011124","Housing starts","Apartment and other units","Units","300","units","0","v15817880","1.1.5","1573","","","","0"
"1996-03","Canada","2016A000011124","Housing starts","Apartment and other units","Units","300","units","0","v15817880","1.1.5","1279","","","","0"
"1996-04","Canada","2016A000011124","Housing starts","Apartment and other units","Units","300","units","0","v15817880","1.1.5","1035","","","","0"
"1996-05","Canada","2016A000011124","Housing starts","Apartment and other units","Units","300","units","0","v15817880","1.1.5","2035","","","","0"
"1996-06","Canada","2016A000011124","Housing starts","Apartment and other units","Units","300","units","0","v15817880","1.1.5","2250","","","","0"
"1996-07","Canada","2016A000011124","Housing starts","Apartment and other units","Units","300","units","0","v15817880","1.1.5","1650","","","","0"
"1996-08","Canada","2016A000011124","Housing starts","Apartment and other units","Units","300","units","0","v15817880","1.1.5","1520","","","","0"
"1996-09","Canada","2016A000011124","Housing starts","Apartment and other units","Units","300","units","0","v15817880","1.1.5","2389","","","","0"
"1996-10","Canada","2016A000011124","Housing starts","Apartment and other units","Units","300","units","0","v15817880","1.1.5","1188","","","","0"
"1996-11","Canada","2016A000011124","Housing starts","Apartment and other units","Units","300","units","0","v15817880","1.1.5","1974","","","","0"
"1996-12","Canada","2016A000011124","Housing starts","Apartment and other units","Units","300","units","0","v15817880","1.1.5","2185","","","","0"
"1997-01","Canada","2016A000011124","Housing starts","Apartment and other units","Units","300","units","0","v15817880","1.1.5","1677","","","","0"
"1997-02","Canada","2016A000011124","Housing starts","Apartment and other units","Units","300","units","0","v15817880","1.1.5","1363","","","","0"
"1997-03","Canada","2016A000011124","Housing starts","Apartment and other units","Units","300","units","0","v15817880","1.1.5","1430","","","","0"
"1997-04","Canada","2016A000011124","Housing starts","Apartment and other units","Units","300","units","0","v15817880","1.1.5","2061","","","","0"
"1997-05","Canada","2016A000011124","Housing starts","Apartment and other units","Units","300","units","0","v15817880","1.1.5","2102","","","","0"
"1997-06","Canada","2016A000011124","Housing starts","Apartment and other units","Units","300","units","0","v15817880","1.1.5","1951","","","","0"
"1997-07","Canada","2016A000011124","Housing starts","Apartment and other units","Units","300","units","0","v15817880","1.1.5","2200","","","","0"
"1997-08","Canada","2016A000011124","Housing starts","Apartment and other units","Units","300","units","0","v15817880","1.1.5","1819","","","","0"
"1997-09","Canada","2016A000011124","Housing starts","Apartment and other units","Units","300","units","0","v15817880","1.1.5","1993","","","","0"
"1997-10","Canada","2016A000011124","Housing starts","Apartment and other units","Units","300","units","0","v15817880","1.1.5","1805","","","","0"
"1997-11","Canada","2016A000011124","Housing starts","Apartment and other units","Units","300","units","0","v15817880","1.1.5","1757","","","","0"
"1997-12","Canada","2016A000011124","Housing starts","Apartment and other units","Units","300","units","0","v15817880","1.1.5","2487","","","","0"
"1998-01","Canada","2016A000011124","Housing starts","Apartment and other units","Units","300","units","0","v15817880","1.1.5","1221","","","","0"
"1998-02","Canada","2016A000011124","Housing starts","Apartment and other units","Units","300","units","0","v15817880","1.1.5","1475","","","","0"
"1998-03","Canada","2016A000011124","Housing starts","Apartment and other units","Units","300","units","0","v15817880","1.1.5","2024","","","","0"
"1998-04","Canada","2016A000011124","Housing starts","Apartment and other units","Units","300","units","0","v15817880","1.1.5","2715","","","","0"
"1998-05","Canada","2016A000011124","Housing starts","Apartment and other units","Units","300","units","0","v15817880","1.1.5","2110","","","","0"
"1998-06","Canada","2016A000011124","Housing starts","Apartment and other units","Units","300","units","0","v15817880","1.1.5","1610","","","","0"
"1998-07","Canada","2016A000011124","Housing starts","Apartment and other units","Units","300","units","0","v15817880","1.1.5","2298","","","","0"
"1998-08","Canada","2016A000011124","Housing starts","Apartment and other units","Units","300","units","0","v15817880","1.1.5","2055","","","","0"
"1998-09","Canada","2016A000011124","Housing starts","Apartment and other units","Units","300","units","0","v15817880","1.1.5","1978","","","","0"
"1998-10","Canada","2016A000011124","Housing starts","Apartment and other units","Units","300","units","0","v15817880","1.1.5","1826","","","","0"
"1998-11","Canada","2016A000011124","Housing starts","Apartment and other units","Units","300","units","0","v15817880","1.1.5","1686","","","","0"
"1998-12","Canada","2016A000011124","Housing starts","Apartment and other units","Units","300","units","0","v15817880","1.1.5","2192","","","","0"
"1999-01","Canada","2016A000011124","Housing starts","Apartment and other units","Units","300","units","0","v15817880","1.1.5","1835","","","","0"
"1999-02","Canada","2016A000011124","Housing starts","Apartment and other units","Units","300","units","0","v15817880","1.1.5","1886","","","","0"
"1999-03","Canada","2016A000011124","Housing starts","Apartment and other units","Units","300","units","0","v15817880","1.1.5","2453","","","","0"
"1999-04","Canada","2016A000011124","Housing starts","Apartment and other units","Units","300","units","0","v15817880","1.1.5","2465","","","","0"
"1999-05","Canada","2016A000011124","Housing starts","Apartment and other units","Units","300","units","0","v15817880","1.1.5","2758","","","","0"
"1999-06","Canada","2016A000011124","Housing starts","Apartment and other units","Units","300","units","0","v15817880","1.1.5","2325","","","","0"
"1999-07","Canada","2016A000011124","Housing starts","Apartment and other units","Units","300","units","0","v15817880","1.1.5","2111","","","","0"
"1999-08","Canada","2016A000011124","Housing starts","Apartment and other units","Units","300","units","0","v15817880","1.1.5","2641","","","","0"
"1999-09","Canada","2016A000011124","Housing starts","Apartment and other units","Units","300","units","0","v15817880","1.1.5","2536","","","","0"
"1999-10","Canada","2016A000011124","Housing starts","Apartment and other units","Units","300","units","0","v15817880","1.1.5","2402","","","","0"
"1999-11","Canada","2016A000011124","Housing starts","Apartment and other units","Units","300","units","0","v15817880","1.1.5","3110","","","","0"
"1999-12","Canada","2016A000011124","Housing starts","Apartment and other units","Units","300","units","0","v15817880","1.1.5","1888","","","","0"
"2000-01","Canada","2016A000011124","Housing starts","Apartment and other units","Units","300","units","0","v15817880","1.1.5","892","","","","0"
"2000-02","Canada","2016A000011124","Housing starts","Apartment and other units","Units","300","units","0","v15817880","1.1.5","3296","","","","0"
"2000-03","Canada","2016A000011124","Housing starts","Apartment and other units","Units","300","units","0","v15817880","1.1.5","2010","","","","0"
"2000-04","Canada","2016A000011124","Housing starts","Apartment and other units","Units","300","units","0","v15817880","1.1.5","2467","","","","0"
"2000-05","Canada","2016A000011124","Housing starts","Apartment and other units","Units","300","units","0","v15817880","1.1.5","2327","","","","0"
"2000-06","Canada","2016A000011124","Housing starts","Apartment and other units","Units","300","units","0","v15817880","1.1.5","1817","","","","0"
"2000-07","Canada","2016A000011124","Housing starts","Apartment and other units","Units","300","units","0","v15817880","1.1.5","3036","","","","0"
"2000-08","Canada","2016A000011124","Housing starts","Apartment and other units","Units","300","units","0","v15817880","1.1.5","2289","","","","0"
"2000-09","Canada","2016A000011124","Housing starts","Apartment and other units","Units","300","units","0","v15817880","1.1.5","3246","","","","0"
"2000-10","Canada","2016A000011124","Housing starts","Apartment and other units","Units","300","units","0","v15817880","1.1.5","3981","","","","0"
"2000-11","Canada","2016A000011124","Housing starts","Apartment and other units","Units","300","units","0","v15817880","1.1.5","2527","","","","0"
"2000-12","Canada","2016A000011124","Housing starts","Apartment and other units","Units","300","units","0","v15817880","1.1.5","1887","","","","0"
"2001-01","Canada","2016A000011124","Housing starts","Apartment and other units","Units","300","units","0","v15817880","1.1.5","3201","","","","0"
"2001-02","Canada","2016A000011124","Housing starts","Apartment and other units","Units","300","units","0","v15817880","1.1.5","2023","","","","0"
"2001-03","Canada","2016A000011124","Housing starts","Apartment and other units","Units","300","units","0","v15817880","1.1.5","1970","","","","0"
"2001-04","Canada","2016A000011124","Housing starts","Apartment and other units","Units","300","units","0","v15817880","1.1.5","3568","","","","0"
"2001-05","Canada","2016A000011124","Housing starts","Apartment and other units","Units","300","units","0","v15817880","1.1.5","3706","","","","0"
"2001-06","Canada","2016A000011124","Housing starts","Apartment and other units","Units","300","units","0","v15817880","1.1.5","4037","","","","0"
"2001-07","Canada","2016A000011124","Housing starts","Apartment and other units","Units","300","units","0","v15817880","1.1.5","2395","","","","0"
"2001-08","Canada","2016A000011124","Housing starts","Apartment and other units","Units","300","units","0","v15817880","1.1.5","3228","","","","0"
"2001-09","Canada","2016A000011124","Housing starts","Apartment and other units","Units","300","units","0","v15817880","1.1.5","2648","","","","0"
"2001-10","Canada","2016A000011124","Housing starts","Apartment and other units","Units","300","units","0","v15817880","1.1.5","3372","","","","0"
"2001-11","Canada","2016A000011124","Housing starts","Apartment and other units","Units","300","units","0","v15817880","1.1.5","3495","","","","0"
"2001-12","Canada","2016A000011124","Housing starts","Apartment and other units","Units","300","units","0","v15817880","1.1.5","3432","","","","0"
"2002-01","Canada","2016A000011124","Housing starts","Apartment and other units","Units","300","units","0","v15817880","1.1.5","4474","","","","0"
"2002-02","Canada","2016A000011124","Housing starts","Apartment and other units","Units","300","units","0","v15817880","1.1.5","2144","","","","0"
"2002-03","Canada","2016A000011124","Housing starts","Apartment and other units","Units","300","units","0","v15817880","1.1.5","3227","","","","0"
"2002-04","Canada","2016A000011124","Housing starts","Apartment and other units","Units","300","units","0","v15817880","1.1.5","2985","","","","0"
"2002-05","Canada","2016A000011124","Housing starts","Apartment and other units","Units","300","units","0","v15817880","1.1.5","3886","","","","0"
"2002-06","Canada","2016A000011124","Housing starts","Apartment and other units","Units","300","units","0","v15817880","1.1.5","3489","","","","0"
"2002-07","Canada","2016A000011124","Housing starts","Apartment and other units","Units","300","units","0","v15817880","1.1.5","3508","","","","0"
"2002-08","Canada","2016A000011124","Housing starts","Apartment and other units","Units","300","units","0","v15817880","1.1.5","4015","","","","0"
"2002-09","Canada","2016A000011124","Housing starts","Apartment and other units","Units","300","units","0","v15817880","1.1.5","3127","","","","0"
"2002-10","Canada","2016A000011124","Housing starts","Apartment and other units","Units","300","units","0","v15817880","1.1.5","4417","","","","0"
"2002-11","Canada","2016A000011124","Housing starts","Apartment and other units","Units","300","units","0","v15817880","1.1.5","5536","","","","0"
"2002-12","Canada","2016A000011124","Housing starts","Apartment and other units","Units","300","units","0","v15817880","1.1.5","3104","","","","0"
"2003-01","Canada","2016A000011124","Housing starts","Apartment and other units","Units","300","units","0","v15817880","1.1.5","2537","","","","0"
"2003-02","Canada","2016A000011124","Housing starts","Apartment and other units","Units","300","units","0","v15817880","1.1.5","5854","","","","0"
"2003-03","Canada","2016A000011124","Housing starts","Apartment and other units","Units","300","units","0","v15817880","1.1.5","3442","","","","0"
"2003-04","Canada","2016A000011124","Housing starts","Apartment and other units","Units","300","units","0","v15817880","1.1.5","4464","","","","0"
"2003-05","Canada","2016A000011124","Housing starts","Apartment and other units","Units","300","units","0","v15817880","1.1.5","3804","","","","0"
"2003-06","Canada","2016A000011124","Housing starts","Apartment and other units","Units","300","units","0","v15817880","1.1.5","3845","","","","0"
"2003-07","Canada","2016A000011124","Housing starts","Apartment and other units","Units","300","units","0","v15817880","1.1.5","4757","","","","0"
"2003-08","Canada","2016A000011124","Housing starts","Apartment and other units","Units","300","units","0","v15817880","1.1.5","5909","","","","0"
"2003-09","Canada","2016A000011124","Housing starts","Apartment and other units","Units","300","units","0","v15817880","1.1.5","5487","","","","0"
"2003-10","Canada","2016A000011124","Housing starts","Apartment and other units","Units","300","units","0","v15817880","1.1.5","7519","","","","0"
"2003-11","Canada","2016A000011124","Housing starts","Apartment and other units","Units","300","units","0","v15817880","1.1.5","4194","","","","0"
"2003-12","Canada","2016A000011124","Housing starts","Apartment and other units","Units","300","units","0","v15817880","1.1.5","4330","","","","0"
"2004-01","Canada","2016A000011124","Housing starts","Apartment and other units","Units","300","units","0","v15817880","1.1.5","3258","","","","0"
"2004-02","Canada","2016A000011124","Housing starts","Apartment and other units","Units","300","units","0","v15817880","1.1.5","3236","","","","0"
"2004-03","Canada","2016A000011124","Housing starts","Apartment and other units","Units","300","units","0","v15817880","1.1.5","4814","","","","0"
"2004-04","Canada","2016A000011124","Housing starts","Apartment and other units","Units","300","units","0","v15817880","1.1.5","6411","","","","0"
"2004-05","Canada","2016A000011124","Housing starts","Apartment and other units","Units","300","units","0","v15817880","1.1.5","5373","","","","0"
"2004-06","Canada","2016A000011124","Housing starts","Apartment and other units","Units","300","units","0","v15817880","1.1.5","6116","","","","0"
"2004-07","Canada","2016A000011124","Housing starts","Apartment and other units","Units","300","units","0","v15817880","1.1.5","3569","","","","0"
"2004-08","Canada","2016A000011124","Housing starts","Apartment and other units","Units","300","units","0","v15817880","1.1.5","7791","","","","0"
"2004-09","Canada","2016A000011124","Housing starts","Apartment and other units","Units","300","units","0","v15817880","1.1.5","5003","","","","0"
"2004-10","Canada","2016A000011124","Housing starts","Apartment and other units","Units","300","units","0","v15817880","1.1.5","5774","","","","0"
"2004-11","Canada","2016A000011124","Housing starts","Apartment and other units","Units","300","units","0","v15817880","1.1.5","6818","","","","0"
"2004-12","Canada","2016A000011124","Housing starts","Apartment and other units","Units","300","units","0","v15817880","1.1.5","4806","","","","0"
"2005-01","Canada","2016A000011124","Housing starts","Apartment and other units","Units","300","units","0","v15817880","1.1.5","2937","","","","0"
"2005-02","Canada","2016A000011124","Housing starts","Apartment and other units","Units","300","units","0","v15817880","1.1.5","3279","","","","0"
"2005-03","Canada","2016A000011124","Housing starts","Apartment and other units","Units","300","units","0","v15817880","1.1.5","4456","","","","0"
"2005-04","Canada","2016A000011124","Housing starts","Apartment and other units","Units","300","units","0","v15817880","1.1.5","6801","","","","0"
"2005-05","Canada","2016A000011124","Housing starts","Apartment and other units","Units","300","units","0","v15817880","1.1.5","4963","","","","0"
"2005-06","Canada","2016A000011124","Housing starts","Apartment and other units","Units","300","units","0","v15817880","1.1.5","5521","","","","0"
"2005-07","Canada","2016A000011124","Housing starts","Apartment and other units","Units","300","units","0","v15817880","1.1.5","7272","","","","0"
"2005-08","Canada","2016A000011124","Housing starts","Apartment and other units","Units","300","units","0","v15817880","1.1.5","4622","","","","0"
"2005-09","Canada","2016A000011124","Housing starts","Apartment and other units","Units","300","units","0","v15817880","1.1.5","5740","","","","0"
"2005-10","Canada","2016A000011124","Housing starts","Apartment and other units","Units","300","units","0","v15817880","1.1.5","4771","","","","0"
"2005-11","Canada","2016A000011124","Housing starts","Apartment and other units","Units","300","units","0","v15817880","1.1.5","6191","","","","0"
"2005-12","Canada","2016A000011124","Housing starts","Apartment and other units","Units","300","units","0","v15817880","1.1.5","5572","","","","0"
"2006-01","Canada","2016A000011124","Housing starts","Apartment and other units","Units","300","units","0","v15817880","1.1.5","3691","","","","0"
"2006-02","Canada","2016A000011124","Housing starts","Apartment and other units","Units","300","units","0","v15817880","1.1.5","3782","","","","0"
