Id,When,Type,Unit,Alberta,ModifiedDate
156311,8/1/1991 0:00,WTI,$US/bbl,21.68,2/24/2021 9:00
156312,9/1/1991 0:00,WTI,$US/bbl,21.86,2/24/2021 9:00
156313,10/1/1991 0:00,WTI,$US/bbl,23.23,2/24/2021 9:00
156314,11/1/1991 0:00,WTI,$US/bbl,22.43,2/24/2021 9:00
156315,12/1/1991 0:00,WTI,$US/bbl,19.53,2/24/2021 9:00
156316,1/1/1992 0:00,WTI,$US/bbl,18.82,2/24/2021 9:00
156317,2/1/1992 0:00,WTI,$US/bbl,19.01,2/24/2021 9:00
156318,3/1/1992 0:00,WTI,$US/bbl,18.95,2/24/2021 9:00
156319,4/1/1992 0:00,WTI,$US/bbl,20.26,2/24/2021 9:00
156320,5/1/1992 0:00,WTI,$US/bbl,21,2/24/2021 9:00
156321,6/1/1992 0:00,WTI,$US/bbl,22.36,2/24/2021 9:00
156322,7/1/1992 0:00,WTI,$US/bbl,21.74,2/24/2021 9:00
156323,8/1/1992 0:00,WTI,$US/bbl,21.29,2/24/2021 9:00
156324,9/1/1992 0:00,WTI,$US/bbl,21.92,2/24/2021 9:00
156325,10/1/1992 0:00,WTI,$US/bbl,21.71,2/24/2021 9:00
156326,11/1/1992 0:00,WTI,$US/bbl,20.36,2/24/2021 9:00
156327,12/1/1992 0:00,WTI,$US/bbl,19.41,2/24/2021 9:00
156328,1/1/1993 0:00,WTI,$US/bbl,19.07,2/24/2021 9:00
156329,2/1/1993 0:00,WTI,$US/bbl,20.08,2/24/2021 9:00
156330,3/1/1993 0:00,WTI,$US/bbl,20.35,2/24/2021 9:00
156331,4/1/1993 0:00,WTI,$US/bbl,20.33,2/24/2021 9:00
156332,5/1/1993 0:00,WTI,$US/bbl,19.98,2/24/2021 9:00
156333,6/1/1993 0:00,WTI,$US/bbl,19.13,2/24/2021 9:00
156334,7/1/1993 0:00,WTI,$US/bbl,17.9,2/24/2021 9:00
156335,8/1/1993 0:00,WTI,$US/bbl,18.01,2/24/2021 9:00
156336,9/1/1993 0:00,WTI,$US/bbl,17.52,2/24/2021 9:00
156337,10/1/1993 0:00,WTI,$US/bbl,18.17,2/24/2021 9:00
156338,11/1/1993 0:00,WTI,$US/bbl,16.74,2/24/2021 9:00
156339,12/1/1993 0:00,WTI,$US/bbl,14.53,2/24/2021 9:00
156340,1/1/1994 0:00,WTI,$US/bbl,15.02,2/24/2021 9:00
156341,2/1/1994 0:00,WTI,$US/bbl,14.78,2/24/2021 9:00
156342,3/1/1994 0:00,WTI,$US/bbl,14.65,2/24/2021 9:00
156343,4/1/1994 0:00,WTI,$US/bbl,16.33,2/24/2021 9:00
156344,5/1/1994 0:00,WTI,$US/bbl,17.83,2/24/2021 9:00
156345,6/1/1994 0:00,WTI,$US/bbl,19.07,2/24/2021 9:00
156346,7/1/1994 0:00,WTI,$US/bbl,19.66,2/24/2021 9:00
156347,8/1/1994 0:00,WTI,$US/bbl,18.38,2/24/2021 9:00
156348,9/1/1994 0:00,WTI,$US/bbl,17.47,2/24/2021 9:00
156349,10/1/1994 0:00,WTI,$US/bbl,17.71,2/24/2021 9:00
156350,11/1/1994 0:00,WTI,$US/bbl,18.1,2/24/2021 9:00
156351,12/1/1994 0:00,WTI,$US/bbl,17.16,2/24/2021 9:00
156352,1/1/1995 0:00,WTI,$US/bbl,17.99,2/24/2021 9:00
156353,2/1/1995 0:00,WTI,$US/bbl,18.53,2/24/2021 9:00
156354,3/1/1995 0:00,WTI,$US/bbl,18.55,2/24/2021 9:00
156355,4/1/1995 0:00,WTI,$US/bbl,19.89,2/24/2021 9:00
156356,5/1/1995 0:00,WTI,$US/bbl,19.74,2/24/2021 9:00
156357,6/1/1995 0:00,WTI,$US/bbl,18.4,2/24/2021 9:00
156358,7/1/1995 0:00,WTI,$US/bbl,17.26,2/24/2021 9:00
156359,8/1/1995 0:00,WTI,$US/bbl,17.81,2/24/2021 9:00
156360,9/1/1995 0:00,WTI,$US/bbl,18.21,2/24/2021 9:00
156361,10/1/1995 0:00,WTI,$US/bbl,17.4,2/24/2021 9:00
156362,11/1/1995 0:00,WTI,$US/bbl,18,2/24/2021 9:00
156363,12/1/1995 0:00,WTI,$US/bbl,19.04,2/24/2021 9:00
156364,1/1/1996 0:00,WTI,$US/bbl,18.7,2/24/2021 9:00
156365,2/1/1996 0:00,WTI,$US/bbl,18.78,2/24/2021 9:00
156366,3/1/1996 0:00,WTI,$US/bbl,21.18,2/24/2021 9:00
156367,4/1/1996 0:00,WTI,$US/bbl,23.3,2/24/2021 9:00
156368,5/1/1996 0:00,WTI,$US/bbl,21.09,2/24/2021 9:00
156369,6/1/1996 0:00,WTI,$US/bbl,20.43,2/24/2021 9:00
156370,7/1/1996 0:00,WTI,$US/bbl,21.25,2/24/2021 9:00
156371,8/1/1996 0:00,WTI,$US/bbl,21.91,2/24/2021 9:00
156372,9/1/1996 0:00,WTI,$US/bbl,23.93,2/24/2021 9:00
156373,10/1/1996 0:00,WTI,$US/bbl,24.9,2/24/2021 9:00
156374,11/1/1996 0:00,WTI,$US/bbl,23.55,2/24/2021 9:00
156375,12/1/1996 0:00,WTI,$US/bbl,25.12,2/24/2021 9:00
156376,1/1/1997 0:00,WTI,$US/bbl,25.18,2/24/2021 9:00
156377,2/1/1997 0:00,WTI,$US/bbl,22.17,2/24/2021 9:00
156378,3/1/1997 0:00,WTI,$US/bbl,20.97,2/24/2021 9:00
156379,4/1/1997 0:00,WTI,$US/bbl,19.73,2/24/2021 9:00
156380,5/1/1997 0:00,WTI,$US/bbl,20.87,2/24/2021 9:00
156381,6/1/1997 0:00,WTI,$US/bbl,19.22,2/24/2021 9:00
156382,7/1/1997 0:00,WTI,$US/bbl,19.66,2/24/2021 9:00
156383,8/1/1997 0:00,WTI,$US/bbl,19.95,2/24/2021 9:00
156384,9/1/1997 0:00,WTI,$US/bbl,19.78,2/24/2021 9:00
156385,10/1/1997 0:00,WTI,$US/bbl,21.28,2/24/2021 9:00
156386,11/1/1997 0:00,WTI,$US/bbl,20.22,2/24/2021 9:00
156387,12/1/1997 0:00,WTI,$US/bbl,18.32,2/24/2021 9:00
156388,1/1/1998 0:00,WTI,$US/bbl,16.73,2/24/2021 9:00
156389,2/1/1998 0:00,WTI,$US/bbl,16.08,2/24/2021 9:00
156390,3/1/1998 0:00,WTI,$US/bbl,15.04,2/24/2021 9:00
156391,4/1/1998 0:00,WTI,$US/bbl,15.46,2/24/2021 9:00
156392,5/1/1998 0:00,WTI,$US/bbl,14.93,2/24/2021 9:00
156393,6/1/1998 0:00,WTI,$US/bbl,13.67,2/24/2021 9:00
156394,7/1/1998 0:00,WTI,$US/bbl,14.09,2/24/2021 9:00
156395,8/1/1998 0:00,WTI,$US/bbl,13.38,2/24/2021 9:00
156396,9/1/1998 0:00,WTI,$US/bbl,14.97,2/24/2021 9:00
156397,10/1/1998 0:00,WTI,$US/bbl,14.42,2/24/2021 9:00
156398,11/1/1998 0:00,WTI,$US/bbl,13.04,2/24/2021 9:00
156399,12/1/1998 0:00,WTI,$US/bbl,11.31,2/24/2021 9:00
156400,1/1/1999 0:00,WTI,$US/bbl,12.49,2/24/2021 9:00
156401,2/1/1999 0:00,WTI,$US/bbl,12.02,2/24/2021 9:00
156402,3/1/1999 0:00,WTI,$US/bbl,14.68,2/24/2021 9:00
156403,4/1/1999 0:00,WTI,$US/bbl,17.3,2/24/2021 9:00
156404,5/1/1999 0:00,WTI,$US/bbl,17.77,2/24/2021 9:00
156405,6/1/1999 0:00,WTI,$US/bbl,17.92,2/24/2021 9:00
156406,7/1/1999 0:00,WTI,$US/bbl,20.1,2/24/2021 9:00
156407,8/1/1999 0:00,WTI,$US/bbl,21.28,2/24/2021 9:00
156408,9/1/1999 0:00,WTI,$US/bbl,23.79,2/24/2021 9:00
156409,10/1/1999 0:00,WTI,$US/bbl,22.67,2/24/2021 9:00
156410,11/1/1999 0:00,WTI,$US/bbl,24.77,2/24/2021 9:00
156411,12/1/1999 0:00,WTI,$US/bbl,26.09,2/24/2021 9:00
156412,1/1/2000 0:00,WTI,$US/bbl,27.01,2/24/2021 9:00
156413,2/1/2000 0:00,WTI,$US/bbl,29.3,2/24/2021 9:00
156414,3/1/2000 0:00,WTI,$US/bbl,29.89,2/24/2021 9:00
156415,4/1/2000 0:00,WTI,$US/bbl,25.54,2/24/2021 9:00
156416,5/1/2000 0:00,WTI,$US/bbl,28.81,2/24/2021 9:00
156417,6/1/2000 0:00,WTI,$US/bbl,31.53,2/24/2021 9:00
156418,7/1/2000 0:00,WTI,$US/bbl,29.72,2/24/2021 9:00
156419,8/1/2000 0:00,WTI,$US/bbl,31.14,2/24/2021 9:00
156420,9/1/2000 0:00,WTI,$US/bbl,33.87,2/24/2021 9:00
156421,10/1/2000 0:00,WTI,$US/bbl,32.93,2/24/2021 9:00
156422,11/1/2000 0:00,WTI,$US/bbl,34.26,2/24/2021 9:00
156423,12/1/2000 0:00,WTI,$US/bbl,28.4,2/24/2021 9:00
156424,1/1/2001 0:00,WTI,$US/bbl,29.26,2/24/2021 9:00
156425,2/1/2001 0:00,WTI,$US/bbl,29.64,2/24/2021 9:00
156426,3/1/2001 0:00,WTI,$US/bbl,27.27,2/24/2021 9:00
156427,4/1/2001 0:00,WTI,$US/bbl,27.62,2/24/2021 9:00
156428,5/1/2001 0:00,WTI,$US/bbl,28.68,2/24/2021 9:00
156429,6/1/2001 0:00,WTI,$US/bbl,27.59,2/24/2021 9:00
156430,7/1/2001 0:00,WTI,$US/bbl,26.47,2/24/2021 9:00
156431,8/1/2001 0:00,WTI,$US/bbl,27.31,2/24/2021 9:00
156432,9/1/2001 0:00,WTI,$US/bbl,25.69,2/24/2021 9:00
156433,10/1/2001 0:00,WTI,$US/bbl,22.21,2/24/2021 9:00
156434,11/1/2001 0:00,WTI,$US/bbl,19.67,2/24/2021 9:00
156435,12/1/2001 0:00,WTI,$US/bbl,19.4,2/24/2021 9:00
156436,1/1/2002 0:00,WTI,$US/bbl,19.73,2/24/2021 9:00
156437,2/1/2002 0:00,WTI,$US/bbl,20.76,2/24/2021 9:00
156438,3/1/2002 0:00,WTI,$US/bbl,24.44,2/24/2021 9:00
156439,4/1/2002 0:00,WTI,$US/bbl,26.26,2/24/2021 9:00
156440,5/1/2002 0:00,WTI,$US/bbl,26.95,2/24/2021 9:00
156441,6/1/2002 0:00,WTI,$US/bbl,25.55,2/24/2021 9:00
156442,7/1/2002 0:00,WTI,$US/bbl,26.94,2/24/2021 9:00
156443,8/1/2002 0:00,WTI,$US/bbl,28.2,2/24/2021 9:00
156444,9/1/2002 0:00,WTI,$US/bbl,29.67,2/24/2021 9:00
156445,10/1/2002 0:00,WTI,$US/bbl,28.86,2/24/2021 9:00
156446,11/1/2002 0:00,WTI,$US/bbl,26.19,2/24/2021 9:00
156447,12/1/2002 0:00,WTI,$US/bbl,29.39,2/24/2021 9:00
156448,1/1/2003 0:00,WTI,$US/bbl,32.7,2/24/2021 9:00
156449,2/1/2003 0:00,WTI,$US/bbl,35.73,2/24/2021 9:00
156450,3/1/2003 0:00,WTI,$US/bbl,33.16,2/24/2021 9:00
156451,4/1/2003 0:00,WTI,$US/bbl,28.14,2/24/2021 9:00
156452,5/1/2003 0:00,WTI,$US/bbl,28.07,2/24/2021 9:00
156453,6/1/2003 0:00,WTI,$US/bbl,30.52,2/24/2021 9:00
156454,7/1/2003 0:00,WTI,$US/bbl,30.7,2/24/2021 9:00
156455,8/1/2003 0:00,WTI,$US/bbl,31.6,2/24/2021 9:00
156456,9/1/2003 0:00,WTI,$US/bbl,28.31,2/24/2021 9:00
156457,10/1/2003 0:00,WTI,$US/bbl,30.35,2/24/2021 9:00
156458,11/1/2003 0:00,WTI,$US/bbl,31.06,2/24/2021 9:00
156459,12/1/2003 0:00,WTI,$US/bbl,32.14,2/24/2021 9:00
156460,1/1/2004 0:00,WTI,$US/bbl,34.22,2/24/2021 9:00
156461,2/1/2004 0:00,WTI,$US/bbl,34.5,2/24/2021 9:00
156462,3/1/2004 0:00,WTI,$US/bbl,36.72,2/24/2021 9:00
156463,4/1/2004 0:00,WTI,$US/bbl,36.62,2/24/2021 9:00
156464,5/1/2004 0:00,WTI,$US/bbl,40.28,2/24/2021 9:00
156465,6/1/2004 0:00,WTI,$US/bbl,38.05,2/24/2021 9:00
156466,7/1/2004 0:00,WTI,$US/bbl,40.81,2/24/2021 9:00
156467,8/1/2004 0:00,WTI,$US/bbl,44.88,2/24/2021 9:00
156468,9/1/2004 0:00,WTI,$US/bbl,45.94,2/24/2021 9:00
156469,10/1/2004 0:00,WTI,$US/bbl,53.09,2/24/2021 9:00
156470,11/1/2004 0:00,WTI,$US/bbl,48.48,2/24/2021 9:00
156471,12/1/2004 0:00,WTI,$US/bbl,43.26,2/24/2021 9:00
156472,1/1/2005 0:00,WTI,$US/bbl,46.85,2/24/2021 9:00
156473,2/1/2005 0:00,WTI,$US/bbl,48.05,2/24/2021 9:00
156474,3/1/2005 0:00,WTI,$US/bbl,54.63,2/24/2021 9:00
156475,4/1/2005 0:00,WTI,$US/bbl,53.22,2/24/2021 9:00
156476,5/1/2005 0:00,WTI,$US/bbl,49.87,2/24/2021 9:00
156477,6/1/2005 0:00,WTI,$US/bbl,56.42,2/24/2021 9:00
156478,7/1/2005 0:00,WTI,$US/bbl,59.03,2/24/2021 9:00
156479,8/1/2005 0:00,WTI,$US/bbl,64.99,2/24/2021 9:00
156480,9/1/2005 0:00,WTI,$US/bbl,65.55,2/24/2021 9:00
156481,10/1/2005 0:00,WTI,$US/bbl,62.27,2/24/2021 9:00
156482,11/1/2005 0:00,WTI,$US/bbl,58.34,2/24/2021 9:00
156483,12/1/2005 0:00,WTI,$US/bbl,59.45,2/24/2021 9:00
156484,1/1/2006 0:00,WTI,$US/bbl,65.54,2/24/2021 9:00
156485,2/1/2006 0:00,WTI,$US/bbl,61.93,2/24/2021 9:00
156486,3/1/2006 0:00,WTI,$US/bbl,62.97,2/24/2021 9:00
156487,4/1/2006 0:00,WTI,$US/bbl,70.16,2/24/2021 9:00
156488,5/1/2006 0:00,WTI,$US/bbl,70.96,2/24/2021 9:00
156489,6/1/2006 0:00,WTI,$US/bbl,70.97,2/24/2021 9:00
156490,7/1/2006 0:00,WTI,$US/bbl,74.46,2/24/2021 9:00
156491,8/1/2006 0:00,WTI,$US/bbl,73.08,2/24/2021 9:00
156492,9/1/2006 0:00,WTI,$US/bbl,63.9,2/24/2021 9:00
156493,10/1/2006 0:00,WTI,$US/bbl,59.14,2/24/2021 9:00
156494,11/1/2006 0:00,WTI,$US/bbl,59.4,2/24/2021 9:00
156495,12/1/2006 0:00,WTI,$US/bbl,62.09,2/24/2021 9:00
156496,1/1/2007 0:00,WTI,$US/bbl,54.35,2/24/2021 9:00
156497,2/1/2007 0:00,WTI,$US/bbl,59.39,2/24/2021 9:00
156498,3/1/2007 0:00,WTI,$US/bbl,60.74,2/24/2021 9:00
156499,4/1/2007 0:00,WTI,$US/bbl,64.04,2/24/2021 9:00
156500,5/1/2007 0:00,WTI,$US/bbl,63.53,2/24/2021 9:00
156501,6/1/2007 0:00,WTI,$US/bbl,67.53,2/24/2021 9:00
156502,7/1/2007 0:00,WTI,$US/bbl,74.15,2/24/2021 9:00
156503,8/1/2007 0:00,WTI,$US/bbl,72.36,2/24/2021 9:00
156504,9/1/2007 0:00,WTI,$US/bbl,79.63,2/24/2021 9:00
156505,10/1/2007 0:00,WTI,$US/bbl,85.66,2/24/2021 9:00
156506,11/1/2007 0:00,WTI,$US/bbl,94.63,2/24/2021 9:00
156507,12/1/2007 0:00,WTI,$US/bbl,91.74,2/24/2021 9:00
156508,1/1/2008 0:00,WTI,$US/bbl,92.93,2/24/2021 9:00
156509,2/1/2008 0:00,WTI,$US/bbl,95.35,2/24/2021 9:00
156510,3/1/2008 0:00,WTI,$US/bbl,105.42,2/24/2021 9:00
156511,4/1/2008 0:00,WTI,$US/bbl,112.46,2/24/2021 9:00
156512,5/1/2008 0:00,WTI,$US/bbl,125.46,2/24/2021 9:00
156513,6/1/2008 0:00,WTI,$US/bbl,134.02,2/24/2021 9:00
156514,7/1/2008 0:00,WTI,$US/bbl,133.48,2/24/2021 9:00
156515,8/1/2008 0:00,WTI,$US/bbl,116.69,2/24/2021 9:00
156516,9/1/2008 0:00,WTI,$US/bbl,103.76,2/24/2021 9:00
156517,10/1/2008 0:00,WTI,$US/bbl,76.72,2/24/2021 9:00
156518,11/1/2008 0:00,WTI,$US/bbl,57.44,2/24/2021 9:00
156519,12/1/2008 0:00,WTI,$US/bbl,42.04,2/24/2021 9:00
156520,1/1/2009 0:00,WTI,$US/bbl,41.92,2/24/2021 9:00
156521,2/1/2009 0:00,WTI,$US/bbl,39.26,2/24/2021 9:00
156522,3/1/2009 0:00,WTI,$US/bbl,48.06,2/24/2021 9:00
156523,4/1/2009 0:00,WTI,$US/bbl,49.95,2/24/2021 9:00
156524,5/1/2009 0:00,WTI,$US/bbl,59.21,2/24/2021 9:00
156525,6/1/2009 0:00,WTI,$US/bbl,69.7,2/24/2021 9:00
156526,7/1/2009 0:00,WTI,$US/bbl,64.29,2/24/2021 9:00
156527,8/1/2009 0:00,WTI,$US/bbl,71.14,2/24/2021 9:00
156528,9/1/2009 0:00,WTI,$US/bbl,69.47,2/24/2021 9:00
156529,10/1/2009 0:00,WTI,$US/bbl,75.82,2/24/2021 9:00
156530,11/1/2009 0:00,WTI,$US/bbl,78.15,2/24/2021 9:00
156531,12/1/2009 0:00,WTI,$US/bbl,74.6,2/24/2021 9:00
156532,1/1/2010 0:00,WTI,$US/bbl,78.4,2/24/2021 9:00
156533,2/1/2010 0:00,WTI,$US/bbl,76.45,2/24/2021 9:00
156534,3/1/2010 0:00,WTI,$US/bbl,81.29,2/24/2021 9:00
156535,4/1/2010 0:00,WTI,$US/bbl,84.58,2/24/2021 9:00
156536,5/1/2010 0:00,WTI,$US/bbl,74.12,2/24/2021 9:00
156537,6/1/2010 0:00,WTI,$US/bbl,75.41,2/24/2021 9:00
156538,7/1/2010 0:00,WTI,$US/bbl,76.38,2/24/2021 9:00
156539,8/1/2010 0:00,WTI,$US/bbl,76.67,2/24/2021 9:00
156540,9/1/2010 0:00,WTI,$US/bbl,75.55,2/24/2021 9:00
156541,10/1/2010 0:00,WTI,$US/bbl,81.95,2/24/2021 9:00
156542,11/1/2010 0:00,WTI,$US/bbl,84.32,2/24/2021 9:00
156543,12/1/2010 0:00,WTI,$US/bbl,89.23,2/24/2021 9:00
156544,1/1/2011 0:00,WTI,$US/bbl,89.58,2/24/2021 9:00
156545,2/1/2011 0:00,WTI,$US/bbl,89.74,2/24/2021 9:00
156546,3/1/2011 0:00,WTI,$US/bbl,102.98,2/24/2021 9:00
156547,4/1/2011 0:00,WTI,$US/bbl,110.04,2/24/2021 9:00
156548,5/1/2011 0:00,WTI,$US/bbl,101.36,2/24/2021 9:00
156549,6/1/2011 0:00,WTI,$US/bbl,96.29,2/24/2021 9:00
156550,7/1/2011 0:00,WTI,$US/bbl,97.34,2/24/2021 9:00
156551,8/1/2011 0:00,WTI,$US/bbl,86.34,2/24/2021 9:00
156552,9/1/2011 0:00,WTI,$US/bbl,85.61,2/24/2021 9:00
156553,10/1/2011 0:00,WTI,$US/bbl,86.43,2/24/2021 9:00
156554,11/1/2011 0:00,WTI,$US/bbl,97.16,2/24/2021 9:00
156555,12/1/2011 0:00,WTI,$US/bbl,98.58,2/24/2021 9:00
156556,1/1/2012 0:00,WTI,$US/bbl,100.32,2/24/2021 9:00
156557,2/1/2012 0:00,WTI,$US/bbl,102.26,2/24/2021 9:00
156558,3/1/2012 0:00,WTI,$US/bbl,106.21,2/24/2021 9:00
